platform,product_id,product_name,category,brand_name,review_count,avg_rating,n_negative,n_neutral,n_positive
coupang,2196757,"바디판타지 프래그런스 바디 스프레이 로맨스 앤 드림스, 236ml, 1개",미스트,,303,4.382838283828383,32,21,250
coupang,223116344,"롬앤 제로 벨벳틴트, 7호 피즈, 1개",립틴트,,245,4.310204081632653,34,3,208
coupang,228668089,"셀리맥스 헤드샷 오일, 150ml, 1개",클렌징오일,,255,4.317647058823529,31,5,219
coupang,2305829968,"AHC 마이크로 비타민 착붙 마스크 시트 33ml, 1개입, 10개",마스크팩,,39,4.358974358974359,7,0,32
coupang,230957534,"AHC 리뉴에이지 토탈 너리싱 토너, 130ml, 1개쿠폰할인",토너,,28,4.107142857142857,7,0,21
coupang,230957560,"AHC 아우라 시크릿 톤업 쿠션 SPF30 PA++, 15g, 1개",쿠션팩트,,48,3.0208333333333335,25,2,21
coupang,23594580,"더페이스샵 올오버 퍼퓸 미스트 03 원러브, 120ml, 1개",미스트,,109,4.522935779816514,8,6,95
coupang,238462476,"다슈 맨즈 아쿠아 딥 포텐 토너, 1개, 153ml",토너,,238,4.659663865546219,11,5,222
coupang,241376670,"롬앤 베러 댄 아이즈 아이팔레트, N01말린버들꽃, 1개",아이섀도,,306,4.4869281045751634,29,6,271
coupang,2512769,"은율 내추럴 모이스처 콜라겐 마스크팩, 1개입, 50개",마스크팩,,280,4.389285714285714,30,14,236
coupang,25214130,"이자녹스 에이지포커스 피토프로레티놀 익스트림 커버 쿠션 본품 + 리필 세트 15g, 21호, 1개할인",쿠션팩트,,235,4.395744680851064,21,10,204
coupang,2527906,"은율 내츄럴 모이스처 알로에 마스크팩, 50개입, 1개",마스크팩,,319,4.445141065830721,32,8,279
coupang,269495880,"셀리맥스 더 리얼 노니 에너지 앰플, 30ml, 1개쿠폰할인",세럼,,223,4.4125560538116595,28,8,187
coupang,2707467,"키로코스 히아루론산 모이스춰 스킨, 1kg, 1개",토너,,99,3.6565656565656566,31,1,67
coupang,2740349,"(면세점제품) VANT36.5 승무원쿠션 광채물광 파운데이션팩트 미백 주름개선 진주쿠션, 라이트베이지 21호",쿠션팩트,,37,2.1621621621621623,28,0,9
coupang,2753888,"맥퀸뉴욕 러빙유 틴트 글로우 립밤, 러블리핑크, 3.5g, 1개",립스틱,,299,4.394648829431438,30,15,254
coupang,3161567,"더샘 커버 퍼펙션 팁 컨실러 6.5g, 1개, 내추럴 베이지",컨실러,,313,4.527156549520766,30,3,280
coupang,324191950,"아임미미 아임스틱 섀도우 섀도시머, 005 토프트링킷, 1개",아이섀도,,297,4.575757575757576,13,20,264
coupang,324194417,"이스프렌 매직아이솔루션 다크서클 아이크림, 20g, 1개할인",아이크림,,242,4.338842975206612,28,17,197
coupang,33171511,"미샤 트리플 아이섀도우 2g, 3호 모카 베이지, 1개",아이섀도,,298,4.446308724832215,31,7,260
coupang,339413894,"토니모리 원더 아쿠아 수분크림, 300ml, 1개",수분크림,,320,4.446875,35,8,277
coupang,345571257,"머지 더 퍼스트 프루프 브로우 마스카라 3.5g, BM3카라멜, 1개",마스카라,,307,4.482084690553746,35,1,271
coupang,3656391,"히로인메이크 롱앤컬 어드밴스드 필름 마스카라 6g, 01딥블랙, 1개",마스카라,,295,4.257627118644068,34,27,234
coupang,37395956,"어스로하 대용량 카렌듈라 클렌징 오일, 500ml, 1개할인",클렌징오일,,299,3.9498327759197323,52,34,213
coupang,37422114,"비욘드 엔젤 아쿠아 수분 진정 크림 기획 세트, 150ml, 2개",수분크림,,311,4.543408360128617,30,4,277
coupang,4328293260,"베리썸 마이 립 틴트 팩, 플럼 베리, 15g, 1개할인",립틴트,,312,4.298076923076923,30,21,261
coupang,4352455743,"에스트라 아토베리어 365 크림 미스트, 120ml, 1개",미스트,,303,4.4950495049504955,35,1,267
coupang,4360502895,"이니스프리 애플 씨드 클렌징 오일, 150ml, 1개쿠폰할인",클렌징오일,,159,4.245283018867925,28,0,131
coupang,4399564751,"이자녹스 커버 수프림 리치 에센스 파운데이션 40ml, 1개, 21호",파운데이션,,75,4.64,3,1,71
coupang,4583248357,"본트리 베리 에센스 선블럭 SPF50+ PA++++, 50ml, 2개",선크림,,295,4.51864406779661,30,2,263
coupang,4604600911,"마녀공장 비피다 앰플 미스트, 120ml, 1개",미스트,,69,4.434782608695652,4,7,58
coupang,46233412,"에스엔피 다이아몬드 브라이트닝 앰플 마스크, 10개입, 1개",마스크팩,,290,4.586206896551724,29,4,257
coupang,4730662719,"폴메디슨 옴므 올인원 비비크림 SPF 50+ PA+++ 60ml, 2개",BB크림,,319,4.536050156739812,33,2,284
coupang,47828238,"홀리카홀리카 굳세라 수퍼 세라마이드 미스트, 120ml, 1개",미스트,,301,4.475083056478406,22,15,264
coupang,4783932014,"엘렌실라 에스카르고 오리지날 슈퍼리페어 크림, 50g, 1개할인",나이트크림,,317,4.583596214511041,30,1,286
coupang,48028881,"메디플라워 곡물 페이셜 클렌징 폼, 150ml, 4개",클렌징폼,,320,4.534375,32,3,285
coupang,48140322,"머지 더 퍼스트 아이섀도우, E7 엠마 피오니, 1개",아이섀도,,201,4.343283582089552,32,2,167
coupang,4846590525,"셀퓨전씨 스킨 블레미쉬 밤 인텐시브 비비크림, 내추럴라이트, 30ml, 1개",BB크림,,211,4.2559241706161135,32,5,174
coupang,4880173278,"닥터지 레드 블레미쉬 클리어 수딩 토너, 300ml, 1개",토너,,330,4.512121212121212,37,2,291
coupang,4881873546,"닥터지 레드 블레미쉬 포 맨 젠틀 클렌징 폼, 150ml, 1개",클렌징폼,,167,4.311377245508982,20,10,137
coupang,4881873573,"닥터지 브라이트닝 필링 젤 120g + 60g x 2p 기획세트, 1개",스킨케어,,309,4.5954692556634305,31,1,277
coupang,4881873620,"닥터지 레드 블레미쉬 포 맨 멀티 수딩 토너, 200ml, 1개",토너,,31,4.741935483870968,0,1,30
coupang,4937734614,"미샤 수퍼 오프 클렌징 오일 블랙헤드 오프, 305ml, 1개",클렌징오일,,293,4.566552901023891,17,18,258
coupang,5018514077,"닥터하스킨 와이파인 페미닌 미스트, 30ml, 1개",미스트,,236,4.961864406779661,0,2,234
coupang,5030664449,"센텔리안24 마데카 인텐스 리프팅 아이크림, 15ml, 2개",아이크림,,186,4.537634408602151,8,10,168
coupang,5065206671,"라운드랩 독도 토너 500ml + 로션 200ml 세트, 1세트",스킨케어,,81,3.246913580246914,35,0,46
coupang,5072290264,"더샘 힐링티가든 루이보스티 클렌징폼, 150ml, 3개할인",클렌징폼,,25,4.96,0,0,25
coupang,5166844155,"미샤 비타씨플러스 잡티씨 탄력앰플 20ml + 15ml, 35ml, 1개",세럼,,321,4.404984423676012,34,11,276
coupang,5269821290,"그레이스데이 콜라겐 마스크팩, 50개, 1개입할인",마스크팩,,71,4.464788732394366,5,4,62
coupang,5273142550,"메디힐 비타 토닝 에센스 마스크팩 20ml, 1개입, 15개",마스크팩,,306,4.549019607843137,29,2,275
coupang,5279789004,"포니이펙트 하이퍼 프로텍션 쿠션 파운데이션 15g, 002 내추럴 아이보리, 1개",쿠션팩트,,234,4.944444444444445,2,1,231
coupang,5306380483,"머지 무드핏 섀도우 팔레트, S2 조이플 코랄, 1개",아이섀도,,314,4.82484076433121,14,0,300
coupang,5313752908,"예화담 환생고 BB쿠션 본품 20g + 리필 20g, 21호 라이트 베이지, 1개",쿠션팩트,,34,4.294117647058823,3,4,27
coupang,5349613,"더페이스샵 라이스 앤 세라마이드 모이스처 토너, 150ml, 1개",토너,,29,4.655172413793103,0,4,25
coupang,5349692,"더페이스샵 석류 앤 콜라겐 볼륨탄력 에센스, 80ml, 1개",세럼,,70,4.5285714285714285,2,6,62
coupang,5349693,"더 페이스샵 석류 엔 콜라겐 볼륨탄력 아이크림, 50ml, 1개",아이크림,,233,4.360515021459228,17,22,194
coupang,5349695,"더페이스샵 석류 엔 콜라겐 볼륨탄력 토너, 160ml, 1개",스킨케어,,119,4.411764705882353,6,12,101
coupang,5375159669,"토니모리 원더 히알루론산 촉촉 토너, 500ml, 1개",토너,,259,4.722007722007722,14,5,240
coupang,5455561252,"롬앤 한올 픽스 마스카라 7g, L02 롱 애쉬, 1개",마스카라,,224,4.410714285714286,28,2,194
coupang,5455824275,"하다라보 고쿠쥰 클렌징 오일, 200ml, 1개",클렌징오일,,180,4.288888888888889,32,2,146
coupang,5455902399,"롬앤 베러 댄 팔레트, 03로즈버드가든, 1개",아이섀도,,272,4.477941176470588,30,1,241
coupang,5465527596,"아비브 아크네 폼 클렌저 어성초 폼, 150ml, 1개",클렌징폼,,198,4.575757575757576,11,10,177
coupang,5469412992,"에이지투웨니스 에센스 글로우 파운데이션 30ml, 21호, 1개",파운데이션,,31,4.32258064516129,1,7,23
coupang,5511214,"코리아나 발효 화이트닝 3종 세트, 1세트",화장품,,173,4.098265895953757,30,3,140
coupang,5523329,BEST AWARDS설명쿠팡,미스트,,322,4.447204968944099,32,11,279
coupang,55395044,"수려한 본 클렌징 폼, 160ml, 1개",클렌징폼,,27,4.851851851851852,0,1,26
coupang,5546142239,"록키스 포커스 온 링클 케어 아이크림, 40ml, 5개할인",아이크림,,302,4.791390728476821,14,1,287
coupang,5547480247,"한스킨 클렌징오일 앤 블랙헤드 BHA, 300ml, 1개",클렌징오일,,266,4.496240601503759,30,3,233
coupang,5690029804,"OBge 무드 체인지 립밤, 내추럴 레드(블루베리), 1개",립스틱,,302,4.629139072847682,28,1,273
coupang,5690029869,"OBge 씬 스틸 리퀴드 컨실러 5g, 1개, 미디엄베이지",컨실러,,174,4.879310344827586,4,2,168
coupang,5711267263,"디오프러스 매직 비비크림 SPF50+ PA+++, 21호 내추럴베이지, 60ml, 1개",BB크림,,305,4.488524590163935,27,11,267
coupang,5715573812,"토니모리 원더 히알루론산 촉촉 앰플, 100ml, 1개쿠폰할인",세럼,,283,4.540636042402827,25,8,250
coupang,5856050815,"미샤 M 초보양 비비크림 SPF30 PA++, 21호화사한베이지, 50ml, 1개",BB크림,,326,4.539877300613497,31,2,293
coupang,6059734507,"비판톨 더마 리제너레이팅 나이트 페이스 크림, 50ml, 1개",나이트크림,,28,4.678571428571429,2,0,26
coupang,6069622517,"콰티 마이무드 벨벳립스틱 (8color), 1개, 무드 베일모브",립스틱,,213,3.8779342723004695,50,17,146
coupang,6145211823,"AHC 바이탈 골든 콜라겐 크림, 50g, 1개",나이트크림,,202,4.346534653465347,30,3,169
coupang,6146620481,"웰라쥬 리얼 히알루로닉 블루 앰플, 100ml, 1개",세럼,,288,4.524305555555555,30,2,256
coupang,6163332282,"프레티 약산성 히알루로닉 클렌징오일, 200ml, 1개",클렌징오일,,293,4.498293515358362,30,5,258
coupang,6247847833,"에뛰드 수분가득 콜라겐 인텐스 아이크림, 40ml, 1개할인",수분크림,,32,4.4375,2,1,29
coupang,6248879245,"에스트라 테라크네365 클리어 딥 클렌징 폼, 200g, 1개",클렌징폼,,288,4.725694444444445,17,2,269
coupang,6259990836,"에스트라 아토베리어365 젠틀 포밍클렌저, 150ml, 1개",클렌징폼,,312,4.743589743589744,17,2,293
coupang,6271203582,"마녀공장 퓨어 앤 딥 클렌징 폼, 160ml, 1개",클렌징폼,,322,4.549689440993789,31,3,288
coupang,6285329449,"아임미미 컬러패턴 아이섀도우 팔레트, 001 코랄패턴, 1개",아이섀도,,297,4.666666666666667,23,3,271
coupang,6342472201,"스피큘엑스 밀착 커버 비비크림 컨실러 재생 비비 유플러스 BB 크림 남여 공용, 50ml, 2개",BB크림,,329,4.617021276595745,31,1,297
coupang,6407907237,"닥터지 에이클리어 밸런싱 토너, 200ml, 1개",토너,,103,4.776699029126213,3,1,99
coupang,6408123314,"AHC 슈프림 리얼 아이크림 포 페이스, 30ml, 2개쿠폰할인",아이크림,,138,4.021739130434782,31,3,104
coupang,6412654612,"라곰 셀러스 선 젤 플러스 + 마이크로 폼 30mL 1p SPF50+ PA++++, 40ml, 4개할인",선크림,,240,4.8875,7,0,233
coupang,6424552415,"다슈 맨즈 퍼펙트 커버 컨실러 2.2g, 24호, 1개",컨실러,,232,4.344827586206897,23,18,191
coupang,6451006730,"한스킨 세븐레이어 세라마이드 크림, 1개, 70ml할인",수분크림,,71,4.943661971830986,1,0,70
coupang,6460642556,"AHC 리뉴에이지 토탈 4종 + 아이크림 20ml 기프트 세트, 1세트",화장품,,82,3.5,30,0,52
coupang,6482719156,"미샤 데이 바이브 팔레트 3g, 1호 베이지 모션, 1개할인",아이섀도,,24,4.5,2,2,20
coupang,6492007298,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 75ml, 1개",나이트크림,,316,4.5886075949367084,30,1,285
coupang,6495688014,"마녀공장 파데프리 선크림 SPF50+ PA++++, 50ml, 1개",선크림,,316,4.408227848101266,34,10,272
coupang,6511962045,"[1+1] 페리페라 더블 롱웨어 커버 컨실러, 페어, 2개할인· 05:17:",컨실러,,267,4.367041198501872,15,32,220
coupang,6518424241,"더마팩토리 레티날 1000ppm 나이트 크림, 30ml, 1개",나이트크림,,195,4.615384615384615,10,9,176
coupang,6543627791,"닥터지 레드 블레미쉬 시카 토너 200ml + 로션 150ml 2종 세트, 1세트",화장품,,267,4.689138576779026,15,4,248
coupang,6583267316,"ELT 비타유스 비타민C 기미 잡티 항산화 투명광채 토닝세럼 플러스, 1개, 50ml",화장품,,253,4.7312252964426875,11,8,234
coupang,6598003859,"라운드랩 1025 독도 선크림 SPF 50+ PA++++, 50ml, 2개",선크림,,86,3.895348837209302,24,0,62
coupang,6612541997,"머지 마이크로 픽싱 롱 래쉬 마스카라 9ml, MM1 블랙, 1개",마스카라,,241,4.651452282157677,21,0,220
coupang,6612541999,"머지 마이크로 픽싱 볼륨 컬링 마스카라 9ml, MM2 블랙, 1개",마스카라,,242,4.731404958677686,16,0,226
coupang,6633183483,"닥터지 약산성 클렌징 젤 폼, 200ml, 2개",클렌징오일,,301,4.5215946843853825,30,2,269
coupang,6641056251,BEST AWARDS설명쿠팡,화장품,,166,4.156626506024097,34,0,132
coupang,6734573888,비버리힐스폴로클럽 블루옴므 스킨2개+로션1개 3종 1세트 남성스킨로션 선물세트 패키지할인,화장품,,172,4.406976744186046,14,9,149
coupang,6745719850,"바닐라코 비바이바닐라 무드 온 아이 팔레트, 05 뮤트 마인드, 1개",아이섀도,,161,4.807453416149069,6,2,153
coupang,6768542164,"라벨영 쇼킹잘때꼭바르는크림, 100g, 1개",나이트크림,,110,4.427272727272728,9,10,91
coupang,6824905258,"토니모리 더쇼킹 컬러 픽싱 스틱 섀도우, 04 밀키화이트, 1개할인",아이섀도,,84,4.404761904761905,7,3,74
coupang,6838552098,"토니모리 원더 세라마이드 모찌 토너, 500ml, 1개",토너,,322,4.562111801242236,30,3,289
coupang,6842777459,"시슨드시 백탁없는 밀림없는 끈적임없는 바다를 살리는 선크림 SPF50+ PA++++, 50g, 1개쿠폰할인·",선크림,,326,4.598159509202454,29,5,292
coupang,6885210881,"데이지크 쥬시 듀이 틴트, 07체리소다, 1개",립틴트,,294,4.517006802721088,28,9,257
coupang,6908305406,"달바 화이트 트러플 수프림 인텐시브 세럼 100ml 2개+ 50ml 2개+젤클렌저 3ml x 5개 세트, 1",스킨케어,,241,4.813278008298755,4,7,230
coupang,6911104965,"미샤 타임 레볼루션 나이트 리페어 앰플 크림 5X, 50ml, 1개",나이트크림,,225,4.662222222222222,7,11,207
coupang,6935965567,"AHC 텐 레볼루션 리얼 아이크림 포 페이스, 35ml, 1개",아이크림,,226,4.429203539823009,29,0,197
coupang,6960096466,"더페이스샵 몰랑이 뉴 볼드 쉬어 글로우 립스틱, 1개, 02 생기몰랑할인",립스틱,,47,4.425531914893617,6,2,39
coupang,6965145129,"루나 롱래스팅 팁 컨실러 픽싱핏 7.5g, 1개, 1호 바닐라쿠폰할인",컨실러,,260,4.707692307692308,7,11,242
coupang,7043952238,"아이오페 히아루로닉 스페셜 2종 세트, 1세트",화장품,,299,4.491638795986622,29,9,261
coupang,7047325146,"비레디 블루 파운데이션 35ml, 3호 제프리, 1개",파운데이션,,225,4.608888888888889,14,8,203
coupang,7072758580,"홀리카홀리카 마이페이브 무드 아이 팔레트, 12 폴인오트, 1개할인· 14:32:",아이섀도,,288,4.631944444444445,15,11,262
coupang,7072857075,"닥터지 레드 블레미쉬 밸런싱 에센스 플루이드, 150ml, 1개",세럼,,107,4.859813084112149,3,0,104
coupang,7088724221,"닥터지 블랙 스네일 프레스티지 기초화장품 4종 세트, 1세트",화장품,,257,4.680933852140078,13,0,244
coupang,7093360467,"에스네이처 아쿠아 오아시스 토너, 300ml, 2개",토너,,134,4.708955223880597,7,2,125
coupang,7127065235,"지아자 산양유 나이트크림, 50ml, 1개",나이트크림,,168,4.684523809523809,7,5,156
coupang,7144144379,"[비건뷰티] 비플레인 녹두 약산성 클렌징폼, 80ml, 1개",클렌징폼,,310,4.574193548387097,30,0,280
coupang,7166913299,더마팩토리 나이아신아마이드,세럼,,320,4.590625,30,1,289
coupang,7167507394,"닥터자르트 시카페어 페이셜 카밍 미스트, 150ml, 1개",미스트,,254,4.318897637795276,36,9,209
coupang,7180745785,"HERA본사 정품헤라 실키 스테이 24H 롱웨어 파운데이션 SPF20 PA++ 30g, 1개, 21N1바닐라",파운데이션,,27,1.3703703703703705,27,0,0
coupang,7193924016,"미샤 하이커버 스테이 스틱 컨실러 2.8g, 23호 샌드, 1개",컨실러,,172,4.244186046511628,24,9,139
coupang,7198926637,"코스노리 퍼펙트 세팅 워터프루프 롱앤컬 마스카라 7ml, 03 로지 브라운, 1개",마스카라,,297,4.437710437710438,31,13,253
coupang,7204376799,"네이처리퍼블릭 프로방스 에어 스킨 핏 원데이 래스팅 파운데이션 32ml, 1개, P21로지바닐라",파운데이션,,299,4.321070234113712,23,25,251
coupang,7212295836,"바닐라코 커버리셔스 파워 핏 파운데이션 30ml, 1개, 21 아이보리",파운데이션,,127,4.0236220472440944,29,0,98
coupang,7214805551,"에스트라 더마UV365 장벽수분 무기자차 선크림 SPF50+ PA++++, 40ml, 1개",선크림,,315,4.619047619047619,28,1,286
coupang,7216347632,"나드 리바이탈라이징 펩타이드 아이크림, 180ml, 1개",아이크림,,292,4.561643835616438,30,4,258
coupang,7216505540,"메이블린 뉴욕 스카이 하이 마스카라 8.6ml, 블랙, 1개할인",마스카라,,107,4.401869158878505,9,7,91
coupang,7228061393,"머지 유어 루틴 아이 팔레트 12.3g, LAVENDER BREEZE, 1개",아이섀도,,134,4.082089552238806,29,0,105
coupang,7232503577,"AHC 마스터즈 아쿠아 리치 선크림 SPF50+ PA++++, 50ml, 2개",선크림,,124,4.330645161290323,23,0,101
coupang,7240689331,"시세이도 스팟 커버 파운데이션 20g, S100, 1개",컨실러,,299,4.391304347826087,34,9,256
coupang,7255622412,"무칸 옴므 내츄럴 커버 비비크림 50ml, 내추럴, 1개할인",BB크림,,273,4.344322344322344,25,23,225
coupang,7261408597,"닥터지 약산성 레드 블레미쉬 클리어 수딩 폼, 200ml, 1개",클렌징폼,,317,4.55205047318612,30,3,284
coupang,7262727935,"HERA본사 정품헤라 센슈얼 누드 립글로스, 422란제리, 1개R.LUX혜택",립스틱,,35,1.2857142857142858,35,0,0
coupang,7265787558,"닥터지 레드 블레미쉬 시카 클렌징 폼, 120ml, 1개",클렌징폼,,36,4.333333333333333,6,1,29
coupang,7305618218,"에스트라 테라크네365 액티브 세럼, 30ml, 1개",세럼,,62,4.612903225806452,2,3,57
coupang,7317084222,"동국제약 마데카 더마 마스크팩3 인텐시브 포뮬러, 10개입, 3개",마스크팩,,302,4.599337748344371,17,14,271
coupang,7344992433,"지베르니 밀착 커버 파운데이션, 1개, 21NW.라이트베이지",파운데이션,,315,4.504761904761905,30,4,281
coupang,7345667324,"CNP차앤박 프로폴리스 앰플 미스트, 250ml, 2개",미스트,,291,4.536082474226804,30,3,258
coupang,7355823388,"수려한 보윤 기초화장품 2종세트, 1세트",화장품,,301,4.541528239202658,29,8,264
coupang,7357724827,"클리오 크리스탈 글램 틴트, 001 빈티지 애플, 1개할인",립틴트,,260,4.676923076923077,11,7,242
coupang,7375699602,"바디판타지 트와일라잇 미스트 프래그런스 바디 스프레이 플로럴, 94ml, 1개",미스트,,291,4.4673539518900345,26,18,247
coupang,7403222365,"그라펜 트리플립 남성 립밤, 컬러립, 1개",립스틱,,203,4.315270935960591,31,3,169
coupang,7410643472,"리엑셀 달팽이 콜라겐 마스크팩 시트, 미백20장+주름20장 총 40장, 1개, 40개입할인",마스크팩,,318,4.70440251572327,19,0,299
coupang,7442659164,"비플레인 녹두 클렌징 오일 기획세트, 240ml, 1개",클렌징오일,,195,4.3538461538461535,27,4,164
coupang,7494776668,"닥터지 레드 블레미쉬 포 맨 오일 컷 로션 올인원, 150ml, 2개",스킨케어,,212,4.69811320754717,10,9,193
coupang,7525760486,"닥터지 블랙 스네일 토너 150ml + 에멀전 150ml 스페셜 2종 세트, 1세트",화장품,,272,4.5588235294117645,26,3,243
coupang,7576452609,"설화수 NEW자음2종EX 세트(25년신형)백화점동일상품, 1세트",화장품,,172,4.25,28,6,138
coupang,7583823319,"웰라쥬 리얼 히알루로닉 100 토너, 200ml, 2개",토너,,77,4.571428571428571,8,0,69
coupang,7591801608,"에스트라 리제덤365 밀도탄력 캡슐크림, 50ml, 1개",나이트크림,,66,4.924242424242424,1,0,65
coupang,7615321389,"바디판타지 프레시 화이트 머스크 프레그런스 바디미스트 236ml + 29ml, 1세트",미스트,,296,4.283783783783784,37,20,239
coupang,7615592402,"롬앤 더 쥬시 래스팅 틴트, 04 피그피그, 1개",립틴트,,288,4.552083333333333,29,1,258
coupang,7649617612,"[비건뷰티] 달바 화이트 트러플 로얄 인텐시브 세럼, 160ml, 2개",세럼,,2,5.0,34,2,143
coupang,7649617612,"[비건뷰티] 달바 화이트 트러플 로얄 인텐시브 세럼, 160ml, 2개",화장품,,177,4.203389830508475,34,2,143
coupang,7650140094,"닥터지 그린딥 클렌징 오일, 210ml, 1개",클렌징오일,,304,4.516447368421052,31,1,272
coupang,7670053093,"토니모리 대용량 닥터오킴스 수크라테놀 리커버 크림, 1개, 120ml할인",수분크림,,70,4.7,3,3,64
coupang,7675480949,"바디판타지 퓨어 솝 판타지 프래그런스 바디 스프레이 깨끗한 비누향, 94ml, 1개",미스트,,294,4.384353741496598,28,22,244
coupang,7679593248,"이즈앤트리 초저분자 히아루론산 토너, 300ml, 2개",토너,,126,4.5476190476190474,9,4,113
coupang,7684543194,"바디판타지 러브 스트럭 프래그런스 바디스프레이 플로럴, 94ml, 1개",미스트,,70,4.385714285714286,7,6,57
coupang,7686881023,"릴릴 나인세컨드 에어포뮬라 4세대 선크림 SPF50+ PA++++, 1개, 50ml",선크림,,95,4.589473684210526,7,3,85
coupang,7690311540,"컬러딥 블랙 컨실러 스틱, 21호, 1개",컨실러,,87,4.206896551724138,8,12,67
coupang,7701808352,"닥터지 블랙 스네일 레티놀 앰플, 50ml, 2개",세럼,,69,4.3478260869565215,12,0,57
coupang,771388,"더마콜 메이크업커버 크림 파운데이션 30g, 1개, 210호 웜베이지",파운데이션,,276,4.27536231884058,30,23,223
coupang,7750832609,"비레디 블루 쿠션 15g, 02 라이언, 1개",파운데이션,,184,4.635869565217392,10,7,167
coupang,7755218963,"와이엔엠 허니 립밤 시리즈, 오렌지 레드, 3g, 1개",립스틱,,321,4.507788161993769,29,6,286
coupang,7762360251,"아이보들 로션, 300ml, 1개",스킨케어,,64,4.734375,2,2,60
coupang,7764082294,"에스투엔디 컬러라이즈 스타리 아이즈 섀도우, 02 핑크뮬리, 1개",아이섀도,,25,4.84,0,0,25
coupang,7787741106,"오아드 립티크 립티커, 1개, 5g, 000 NEUTE 뉴테",립틴트,,298,4.395973154362416,28,19,251
coupang,7802266248,"AHC 프리미어 앰플 인 코어리프팅 아이크림, 40ml, 4개",아이크림,,292,4.544520547945205,16,19,257
coupang,7803884244,홈쇼핑 동일 AHC 아이크림 시즌12 최신상 앰플인 6각존 코어리프팅 김혜수 40ml 3개+12ml 1개할인,아이크림,,52,4.653846153846154,3,1,48
coupang,7806190647,"아이보들 프루티 크림, 200ml, 2개",스킨케어,,95,4.947368421052632,0,1,94
coupang,7834999311,"브이디엘 커버스테인 퍼펙팅 파운데이션 30ml, 1개, A",파운데이션,,233,4.484978540772532,26,1,206
coupang,7835411138,"블레스문 타이니 몬스터 마스카라 3g, 블랙, 1개",마스카라,,90,4.977777777777778,0,1,89
coupang,7870010368,"fmgt 워터핏 립틴트, 01로즈핑크, 1개",립틴트,,315,4.555555555555555,21,13,281
coupang,7876775883,"한가닉 대용량 콜라겐 리프팅 마스크팩 30ml, 30개, 1개입",마스크팩,,305,4.908196721311476,7,0,298
coupang,7881495115,"마녀공장 갈락토미 에센스 미스트, 120ml, 1개",미스트,,76,4.421052631578948,7,5,64
coupang,7892361576,"[비건뷰티] 코스노리 판테놀 베리어 토너, 205ml, 1개",토너,,119,4.983193277310924,0,0,119
coupang,7909843901,"비오엠 클라우드 블러 립스틱, 1개, 3.3g, 02 스모크드 코랄",립스틱,,20,4.55,1,1,18
coupang,7912980205,"은율 데일리 케어 콜라겐 미스트, 100ml, 3개",미스트,,283,4.374558303886926,39,4,240
coupang,7913373530,"뷰디아니 메쉬 타이트 업 커버쿠션 12g, 커버데일리, 1개할인",쿠션팩트,,293,4.433447098976109,30,7,256
coupang,7920750262,"아브카 트루 모이스춰 저분자 히알루론산 앰플, 100ml, 1개",세럼,,302,4.83112582781457,7,3,292
coupang,7925244997,"MAC본사 정품맥 맥시멀 실키 매트 립스틱, 1개, 칠리R.LUX혜택",립스틱,,29,1.0,29,0,0
coupang,7941987392,"아브카 저분자 히알루론산 대용량 모공 토너, 1L, 1개",토너,,329,4.547112462006079,33,2,294
coupang,7966997437,"루나 컨실 블렌더 팔레트 6g, 1개, 1호 클리어 커버쿠폰할인",컨실러,,194,4.721649484536083,7,2,185
coupang,7967032926,"블레스문 아임 뮤트 립스틱, 01 인, 3.4g, 1개할인",립스틱,,308,4.847402597402597,11,2,295
coupang,798145,"어퓨 딥 클린 클렌징 오일, 160ml, 1개",클렌징오일,,295,4.464406779661017,30,9,256
coupang,7989073289,"지베르니 듀이 글레이즈 립틴트, 07 크리미 로즈, 4.9g, 1개",립스틱,,188,4.702127659574468,7,6,175
coupang,8000384254,"라비엘 바이옴 8X 히알루론산 수분 크림, 5개, 80ml할인",수분크림,,36,4.944444444444445,0,0,36
coupang,8000817566,"히알루론산 수분크림, 1개, 100ml할인",수분크림,,22,4.454545454545454,1,1,20
coupang,8023900926,"HERA본사 정품헤라 블랙 쿠션 파운데이션 듀오 본품 15g + 리필 15g 세트, 21N1, 1개R.LUX",파운데이션,,26,1.5384615384615385,26,0,0
coupang,8028762974,"토니모리 퍼펙트 립스 쇼킹 립틴트, N03 코랄 쇼킹, 1개",립틴트,,266,4.428571428571429,30,4,232
coupang,8043652319,"헤브블루 펜타베리 판테놀 리페어 컨실러, 1개, 13호 아이보리할인",컨실러,,101,4.99009900990099,0,0,101
coupang,8047061203,"AHC 프로샷 콜라 쥬비네이션 리프트 4 캡슐 인 퓨즈드 아이크림 포 페이스, 30ml, 1개",아이크림,,31,4.612903225806452,3,0,28
coupang,8075382914,"한율 어린쑥 클렌징 흡착 팩 폼, 120ml, 1개",클렌징폼,,125,4.56,12,0,113
coupang,8085392984,"투크 윗아웃 미러 립 틴트, 05 산스, 6개",립틴트,,110,4.663636363636364,5,5,100
coupang,8106728140,"[오푸리스]프로틴 클렌징오일 약알칼리 지성피부 클렌징오일, 1개, 200ml",클렌징오일,,82,4.902439024390244,1,2,79
coupang,8117600669,"부케가르니 무드 블렌딩 아이섀도우 팔레트 6.9g, 02 피치드리밍, 1개",아이섀도,,59,4.627118644067797,4,3,52
