platform,category,product_name,rating,sentiment,review_content,review_date
coupang,토너,토너를부탁해 삼성 CLT-K404S P404C SL-C433 C433W SL-C483 C483W C483FW,5.0,positive,"노란색토너가 없어서 5년간 안쓴 433프린터 ..
이번에 한번 교체해볼까하면서
반신반의로 시켰어요~

프린트기 앞쪽 버튼 눌러서
기존 카트리지 빼내거 새거 꼽고를 각 색별로 4번하니 성공!!

교체도 힘들까봐 걱정했는데 정말 쉽더라고요.

기분 정말 좋아져서 후기 남겨요ㅎㅎ",2025-03-16
musinsa,,에이시카 365 수분토너 pH4.5  200ml,5.0,positive,붉은기 잘잡아주고 피부결정리에 도움이되고 아주좋아용,
musinsa,,오리지널 바디스크럽 200g 2개 (샤워볼+체험분 3매  단독 증정),5.0,positive,바디 스크럽으로 자극없이 촉촉하게 잘 사용하고 있습니다,
oliveyoung,suncare,브링그린 티트리 시카 톤업 선쿠션 15g,2.0,negative,"와 이거 진짜 별루다ㅋ
주름에 겁나 낌,,...
찍힘 개쩔고...",2024-08-27
coupang,수분크림,"토니모리 원더 아쿠아 수분크림, 300ml, 1개",1.0,negative,"이건
크림이기보다는
젤리 로션을
통에 담은듯해요
잘몬엎어지면
주르륵쏟아져요
여름이라서
농도가
더묽은지는 모르겠지만
그냥 로션이라 생각하심
좋을듯하네요",2022-08-16
musinsa,,딥 데미지 트리트먼트 EX 대용량 320ml (텐더블룸/웜페탈),5.0,positive,부드럽고 확실히 좋아요 좀 더 써봐야겠지만 맘에 듭니다 세일할 때 사두면 좋아요,
musinsa,,어드밴스드 더 비타민씨 23 세럼,5.0,positive,"비타민 c 앰플이라 찐득거려서 얼굴에 머리카락이 엄청 붙긴해요
발랐을때 딱히 따갑진 않아요",
musinsa,,[무신사단독] [2pack] 소나무 진정 시카 바디 미스트 150ml,5.0,positive,"체험단 이 후기는 제품을 무상으로 제공받아 직접 사용해 본 후 작성되었습니다. 진정되는 느낌입니다
바디 전체 또는 등에 뿌려서 문질문질 스며들게 하는데 흡수도 빠르고 좋습니다아
거꾸로 뿌려도 칙칙익잘 나와서 좋아요!!",
musinsa,,헤어 큐어 마스크 100ml,5.0,positive,제품력 너무좋아요!! 무신사 할인폭 클때마다 늘 쟁여두는 제품인데 너무너무 죠아요 드라이 전에 이거쓰고 드라이하구 오일 제품으로 마무리하면 머릿결 지킬수 있습니댜,
musinsa,,에센셜 물 마이크로 피팅 미스트 120ml (물결크림 5ml + 물토너 15ml 증정),5.0,positive,분사력이 안개같아서 뿌릴때 불쾌감이 없었어요,
musinsa,,호텔 테라피 퍼퓸 대용량  바디로션 1013ml,5.0,positive,디퓨저로만 사용하다가 쓰는데 너어무 향기좋아요,
musinsa,,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,5.0,positive,두통째쓰고 있는데 재구매 또 했네요 저렴할때 또 구입 해요,
musinsa,,더 세라마이드 스킨 베리어 모이스처라이저 80ml,5.0,positive,"홍조 있는 민감성 피부라 화장품 아무거나 못바르는데
이건 자극 없이 장벽 개선에 도움 주는 느낌이라 재구매했어오",
musinsa,,레이저 UV 썬스크린 50ml,5.0,positive,백탁 현상 거의없고 살짝의 유분+ 수분감있는 제형이에요 화장 전에 바르기 좋아요,
oliveyoung,skincare,[노화케어] 디오디너리 매트릭실 10% + HA,5.0,positive,"악건성 피부 얇고 천연성분 안 맞는 예민피부 입니다.

매트릭실이 기능성 화장품 부스터 역할해준다해서 구입. 

레티놀 바를때 같이 섞어서 발라준다. 발림성 좋고 콧물 같은 투명하고 끈끈한 제형. 기본적으로 보습 되는 것 같지만 내 경우 시간 지나면 건조하기 때문에 이 거 바른 후에 보습 크림 꾸덕한 거(피지오겔, 유세린, 비판톨 중 돌려가면서 바르는 편 ) 두 번 바르고 잔다.

사용기한 오픈 후 12개월이라 맘에 든다.",2023-10-22
musinsa,,비건 핸드크림 3개 골라담기,5.0,positive,"가성비 좋은 핸드크림이에요 향, 보습 모두 만족합니다",
oliveyoung,maskpack,[5월 올영픽/포켓몬 에디션] 듀이트리 AC 딥 진정 모공 패드 100매 기획 (+4매+피츄 패드 케이스),1.0,negative,사바사인 것 같아용ㅠㅠ 저는 붙히고 오분도 안돼서 피부에 뭐가 나더라구요..근데 열감 없어지는거랑 화잘먹은 맞는듯요,2026-06-01
musinsa,,헤어 트리트먼트 미라클 2X (475ml 대용량),5.0,positive,후기 좋아서 사봤는데 향도 좋고 머리 넘 부드러워서 자꾸 만지게 되네용 ㅠㅠ 추천,
oliveyoung,skincare,[온라인단독] 라로슈포제 시카플라스트 밤 B5+& 멀티리페어 크림 B5 100ml 기획 (+시카에센스 7.5ml*2),5.0,positive,"여드름 흔적 때문에 스트레스받다가 피부 진정&재생에 좋다는 말에 직접 써본 후기입니다. 결론부터 말하면, 잘 맞으면 인생 구원템이지만 안 맞으면 불타는 고구마가 될 수도 있더라고요.

1. 제품별 특징과 제형 비교
두 제품은 제형부터 확실히 차이가 나는 편이에요.
• B5+ 밤: 꾸덕하고 뻑뻑해서 수분크림보다는 연고나 밤 제형에 가깝더라고요. 바르고 나면 톤업 크림처럼 얼굴이 하얗게 뜨는 백탁 현상이 있는 편이에요. 보습력은 좋지만 낮에 바르거나 화장하기에는 무리가 있더라고요.
• B5 크림: 촉촉한 로션 제형이라 발림성이 좋은 편이에요. 백탁도 거의 없고 모공을 막지 않아 여드름성 피부도 트러블 걱정 없이 쓰기 좋더라고요.

2. 피부 타입별 추천 가이드
본인의 피부 타입과 사용 환경에 따라 선택이 갈리더라고요.
• 건성 피부 & 강력 재생: 저녁에만 바르고 확실한 진정 효과를 원한다면 B5+가 맞는 편이에요.
• 복합성·지성 & 데일리: 유분기 많은 게 싫고 로션 정도의 보습감을 선호한다면 B5를 더 추천하더라고요.

3. 주의사항 및 사용 팁
모두에게 잘 맞는 건 아니니 주의가 필요한 편이에요.
• 성분 민감도: B5+로 리뉴얼되면서 추가된 프리바이오틱스(발효 성분) 때문에 홍조나 화끈거림을 느끼는 분들이 꽤 있더라고요. 평소 발효 성분에 예민했다면 꼭 테스트해 보시는 게 좋은 편이에요.
• 밀림 방지: 기초 단계를 완전히 흡수시킨 뒤 발라야 밀림이 없는 편이에요. 다만 메이크업을 하면 무조건 밀리는 편이라 화장 전에는 피하는 게 좋더라고요.
• 구매 꿀팁: 면세점이 확실히 저렴한 편이지만 리뉴얼 전 버전일 수 있으니 잘 확인해야 하더라고요. 올영 라이브 방송 때 쿠폰과 샘플을 챙기는 게 가장 혜자스러운 구성인 편이에요.

가격대는 좀 있는 편이지만 임상 결과나 성분을 보면 납득이 가는 수준이더라고요. 본인 피부와 잘 맞으면 흔적 케어에 이만한 게 없으니, 잘 선택해서 피부 스트레스에서 해방되셨으면 좋겠어요!!

도움이 됬다면 👍부탁드릴게요!",2026-03-20
coupang,파운데이션,대라 캉 드 루미밤 다크닝 없는 스틱 파운데이션 밤 밀착커버 모공 잡티 기미 속광 홍조 스팟 주근깨 좁쌀,5.0,positive,"일반 쿠션은 여러가지를 써봐도 아직 정착을 못하는 상태인데,,,, 쿠팡에서 뒤적뒤적하다가 구냥 디자인이 예버서 써봤거등요....!?!? 밤 타입이라 그런지 바를수록 피부가 맑게 정돈되는데, 화이트 히알루론산 덕분에 미백이랑 보습까지 챙길 수 있어서 요즘 같은 건조한 날씨에 완전 딱이더라고요. 3중 기능성은 물론이고 24시간 모공 커버 효과가 있어서 그런지, 아침에 바르고 나가도 퇴근할 때까지 다크닝이나 무너짐 없이 깐달걀처럼 매끈한 광이 그대로 유지되는게 개조음요.. 굿. 제가 원래도 화장을 두껍게 하는 편은 아니라 사진으로는 확 티가 나지 않을 순 있는데 그래도 왼쪽 볼이 훨씬 더 요철이나 코 주변 쪽 좁쌀 여드름 많이 가려지신게 보이나요…?! 기미나 잡티 고민 있는 부위에 두세 번 덧발라주면 컨실러 없이도 깔끔하게 가려지고, 요철이나 팔자 주름 끼임 없이 쫀쫀하게 밀착되니까 피부 자체가 원래 좋았던 것처럼 보여서 요즘 자주 쓰고 있는 거 같아 용",2026-03-30
oliveyoung,maskpack,"[피지흡착/10매] 메디힐 바이오 세컨덤 마스크 3종 (마데카소사이드, PDRN, 히알루론산)",5.0,positive,살면서 써본 팩중에 제일 촉촉하고 다음날 피부가 달라진느낌!!,2026-03-11
oliveyoung,suncare,[톤업선크림] 에스쁘아 워터 스플래쉬 선크림 세라마이드 60ml,3.0,neutral,"피부가 건성인데 직원분 추천해서 쓰고있어요~
다른 썬크림보다 촉촉한 느낌은 있네요",2026-02-26
coupang,마스크팩,"PDRN 콜라겐 수분 병풀 시카 마스크팩, 4개, 10개입",5.0,positive,"1일 1팩 중인데 저렴이 쓰다가 업글해봤어요

일단 차이가 많이 나는게... 팩 자체가 종이처럼 얇지도 않고 너무 두껍지도 않아서 얼굴에 착 붙는 느낌이 좋았어요

다음 날 아침에 세안할 때 피부가 매끈하고 덜 건조한 게 확실히 느껴졌고오

가격도 부담 없어서 데일리로 쓰기 딱 괜찮은 제품 같아요",2025-12-02
oliveyoung,maskpack,[1+1] 토리든 패드 다이브인/밸런스풀 리필기획 2종 택 1(수분/진정),3.0,neutral,흠 나쁘진않은데 진짜 그냥 나쁘지않은정도 먼가 트러블 나는것같기도 어닌것같기도..,2025-10-29
musinsa,,아토베리어365 로션 150ml,5.0,positive,원래 쓰던 로션인데 쿠폰 덕분에 무신사에서 저렴하게 구입했습니다 이거 좋아요 순하고,
oliveyoung,suncare,[태민PICK]AHC 마스터즈 아쿠아리치 선크림 50ml 1+1 기획,5.0,positive,겁~~나 촉촉해서 개놀램 ㄷㄷ 사배웅니가 추천해서 샀는데 뭐 결국은 광고였지만.. 일단은 맘에 듭니다 한달써보고 다시 리뷰남겨야겠윰,2025-04-30
musinsa,,[보이넥스트도어 PICK] 니치퍼퓸 핸드크림 월넛크릭그린,5.0,positive,향수로 갖고 있다가 핸드크림 향도 통일하고 싶어서 사봤어요~ 향수보다 더 진한 느낌이 들고 촉촉하고 좋습니당,
musinsa,,스킨 인핸서 컴팩트 글로우 쿠션,5.0,positive,"악건성에 진짜 좋은 쿠션이예요
쿠션 정착이 어려웠는데 세개째 사용 중입니다
21, 23호 중간인데 02소프트로지 너무 잘 맞아요",
oliveyoung,skincare,[탄력콜라겐UP/1+1] 차앤박 더마앤서 액티브 부스트 PDRN 앰플 30ml 더블기획,5.0,positive,"촉촉하고 흡수가 잘 되는 제형이예요. 바르기에 부담없고 요새 인기많은 성분이라 한달 뒤가 기대됩니다. 꾸준히 잘 사용해 볼게요. 
일단 촉촉해서 마음에 들어요~",2026-05-11
oliveyoung,skincare,[수분보습] 디오디너리 히알루로닉 애시드 2% + B5 60ml,2.0,negative,"효과는 그렇다 치고
스포이드 넘 불편...
뻑뻑하고 잘 안나옴",2025-04-30
coupang,BB크림,"수려한 연 퍼펙트 커버 BB크림 SPF50+ PA+++, 50ml, 1개",4.0,positive,"언니를 만났는데 얼굴이 환해보이고, 피부도 좋아보여 괜찮아서 무슨 화장품 쓰는지 물어봤는데 비비만 발랐다고 하더라고요. 어떤건지 바로 보여달래서 보니 ""수려한 연 퍼펙트 커버 비비"" 였어요.

✅️ 장점: 바르면 생기가 돌고 얼굴과 피부가 환해보여요. 꾸안꾸 스타일로 팩트나 쿠션 바르지 않고 가볍게 비비만 바르고 나가도 됩니다. 최근 기초스킨, 로션만 바르고 이거만 바르고 외출하는데 다들 피부가 좋아졌다고 하네요.ㅎ
▶️ 향이 은은하니 바르면 기분 좋게 나요.(호불호 있을 수 있음.)

✅️ 단점: 전 피부가 무척 건조하다보니, 기초를 잘 해줘야 하더라고요. 언니는 지성피부라 광이 나던데 전 그정도는 아니였어요. 건성피부에는 매트한 느낌이 들 수 있어요.
기초(스킨,로션,에센스 등) 충분히 흡수하고 바르면 화장 뜨지않고 좋아요.
▶️ 커버력은 아주 뛰어 나지는 않아요. 그래도 바쁠때 휘뚜루 바르고 나가기 좋은 것 같아요.

총평: 얇게 화장 한듯 안한 듯 하고 싶을 때 좋은 것 같아요. 다 쓰면 다음에도 계속 주문 할 것 같아요.^^ 
여행 갈 때 가방에 쏙~ 넣고 다니기도 괜찮을 것 같고요.",2025-12-04
musinsa,,빨간쌀 보습탄력 에멀젼 125ml,5.0,positive,어느 정도 유분기 있고 촉촉하고 부드럽게 발려요! 건성 타입에게는 좋은 거 같아욥ㅎㅎ,
coupang,토너,"노모어오일리 아줄렌 티트리 시카 토너 (지성피부용 토너), 1개, 200ml할인",5.0,positive,"피지를 잡아주는 토너라고 해서 쓰기 시작했어요
얼굴이 당기기는 하지만 피지때문에 늘 번들거렸는데 
요 토너 쓴뒤로는 수분감도 좋고 당김이 없어요
피지도 잡혀서 요즘 트러블도 덜나고 정말 좋아요",2026-03-29
musinsa,,탈모증상완화 샴푸 민감더마 400ml,4.0,positive,사용하는 분에 따라 다를 수 있을거 같은데 저는 사용하고 조금 기름진 느낌이 있었어요!! 두피 상태에 따라 사용하면 좋을거 같아요!,
oliveyoung,skincare,[속보습]코스알엑스 더 6 펩타이드 스킨 부스터 세럼 더블기획,1.0,negative,"유명한 제품일 수록 솔직한 리뷰가 있어야 하기에ㅠㅠ
팩폭 리뷰 입니다ㅠ

제가 구매했을당시 리뷰 이벤트 중이었고 워낙 많은 유튜버 분들이 좋다고 엄청나게 칭찬하길래 믿고 구매했는데 뒷통수 맞았습니다...

일단 제 피부에 자극이 느껴지고 트러블이 올라왔어요. 좁쌀 여러개가 올라와서 정말 깜짝 놀랐네요ㅠㅠ
첫날이라 그런가 싶어 며칠 더 써봤는데도 정말 별로 였습니다. 그 결과 산지 몇달이 지났는데 증정용조차 반도 다 비우지 못했어요 

세럼보단 스킨에 가까운 제형으로 속보습엔 좋을 것 같지만.... 부스터 효과라던지 화잘먹이라던지 전혀 느끼지 못했습니다. 

민감 하긴 분들은 꼭 주의하시고
정말 후회템입니다. 

도움이 되섰다면 다른분들도 보실 수 있게 좋아요 부탁드립니다🥹",2024-11-02
musinsa,,[대용량] 아쿠아 스쿠알란 수분크림 80ml,5.0,positive,"여름철 건성 피부들에게 화장 전 쓰기 넘 좋은 크림입니다. 가벼우면서도 발림성 너무 좋고, 얇게 스며들어 촉촉함도 오래 갑니다.",
coupang,립틴트,"fmgt 워터핏 립틴트, 01로즈핑크, 1개",5.0,positive,물틴투라 맨 입술에 바르고 하루 죙일 있어도 입술에 이쁘게 물들어 있어 밥 먹고 커피 마셔도 안지워짐 짱임,2026-04-10
musinsa,,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),4.0,positive,항상 쓰던 토리돈 수분 토너 주문했습니다. 토너이지만 진정성분 보습성분이 많아서 좋은 제품이고 민감성피부에 자극적이지 않습니다.,
oliveyoung,maskpack,[100만장 판매/단독기획] 프롬리에 EGF 피지팩 하이퍼 액티브 모공 피지 마스크 4+1 증정 기획세트,5.0,positive,"저한테는 마스크 턱 부분이 애매하게 커서 턱밑에도 붙여야 하는데 그러면 턱밑 부분이 너무 건조하고 간지러워서 장시간 붙이기 힘들었어요 그리고 마스크팩이 조금씩 들떠서 제대로 밀착 시키기 어려웠어요
그래서 부분적으로 자르면 밀착이 잘된대서 볼, 미간, 코 옆쪽을 잘라서 겹쳐 붙였어요 볼쪽에 마스크팩이 너무 겹쳐져서 아깝길래 조금 잘라서 코 끝에 붙여주고, 최대한 여백없이 밀착 잘 되게 붙였어요 이렇게 해줘야 뽕을 뽑을 수 있어요!
일주일에 두 번 해주고 있고, 피부 컨디션 안 좋으면 사진처럼 엄청 심합니다 ㅎ
확실히 하고나면 각질제거랑 피지제거가 돼서 스킨, 앰플도 정말 잘먹고 화장도 잘먹어요!
완전 추천입니다!!",2026-05-08
oliveyoung,skincare,[수분진정/광채캡슐크림] 션리 다시마 글레이즈드 크림 50g,5.0,positive,"사계절 사용할 수분 크림이 필요해서 구매했어요! 

저는 평소 피부가 건성인데 또 속은 당기고 겉은 유분 올라오는 수부지 느낌도 있어서 수분크림 고를 때 꽤 까다로운 편이에요. 무엇보다 평소에 끈적이는 수분크림 진짜 안 좋아하는 편이라 마무리감을 제일 중요하게 생각하는데 션리 다시마 글레이즈드 크림은 마무리감이 산뜻해서 넘 만족했어요💚
여름에 쓰기에도 부담없어요 

처음 열었을 때 연한 민트 컬러에 다시마 알갱이(?) 같은 게 보여서 신기했는데, 피부에 올리면 부드럽게 녹으면서 촉촉하게 발리더라구요!

수분감은 충분한데 끈적이거나 답답한 느낌이 거의 없고, 피부에 은은하게 윤광만 예쁘게 남는 느낌이라 메이크업 전에 바르기에도 괜찮았어요 :) 피부결도 살짝 매끈하게 정돈되는 느낌!

요즘처럼 건조할 때는 자기 전에 듬뿍 바르면 수면팩처럼 사용하기도 좋을 것 같고, 화장 전에는 에센스 - 스킨 - 로션 후 소량 사용해주면 촉촉한 피부 표현에 완성돼요! 

특히 저처럼 건성인데 속당김 있는 수부지 피부이거나, 끈적이는 수분크림 싫어하는 분들에게 추천하고 싶은 크림이에요 :)",2026-05-18
oliveyoung,suncare,[산뜻진정] 구달 맑은 어성초 진정 쿨링 선스틱 19g 1+1 기획,3.0,neutral,"선크림  사계절   발라야 돼요
손에 묻기 싫어서 선스틱구매했는데
너무가격이 비싸요",2025-01-03
coupang,파운데이션,"OBge 내추럴 커버 남성 파운데이션 13g, 3호 샌드, 1개",5.0,positive,"일단 사용감이 정말 만족스러워요
스틱 파운데이션이지만 크림처럼 부드럽게 발리는데 뭉치거나 들뜨지 않고 피부에 착 붙는 밀착력이 굳~~~~
손가락으로 펴 바를 필요 없이 내장된 브러쉬로 쓱쓱 문지르면 되니까 사용하기가 정말 편하기도 하구요 
저희 남편은 피부 톤 때문에 2호 베이지를 선택해야 하나 고민했지만 1호 아이보리가 과하게 밝지 않고 자연스럽게 홍조와 잡티를 가려줘서 딱 좋았어요

특히 커버력 테스트를 해보려고 문신에 직접 사용해 봤는데 어느 정도 커버가 되는 걸 보고 잡티는 충분히 가려줄 수 있겠다고 확신이 들더라구요 
컨실러 대용으로도 써봤는데 이 정도로 자연스럽게 커버가 되니 비상용으로도 정말 훌륭한 것 같아요
화장했다는 티가 나지 않으면서도 깨끗하게 톤 정리가 되니까 원래 피부가 좋은 사람처럼 보이게 해주는 자연스러운 마무리가 이 제품의 가장 큰 매력인듯요 

피부에 필요한 진정, 수분, 피지 케어 성분까지 들어있어 피부 부담이 적다는 점도 마음에 드는 부분이고요
 곧 있을 가족 촬영 때 남편에게 사용해주려고 구입했던 건데요
발림성이나 커버력이 워낙 자연스럽고 좋아서 평소에 제가 가볍게 외출할 때 써도 정말 좋겠다는 생각이 들더라구요 
화장을 귀찮아하는 남편도 톡톡 바르고 촬영할수있어서 좋더라구요 

전반적으로 만족도가 매우 높은 제품이예요
남편보다 제가더 자주 사용하네요 ㅎㅎ",2025-12-07
musinsa,,수딩 알로에 베라 젤 300ML,5.0,positive,알로에 팩을 자주 하는데 뽀루지도 잘 안나고 피부가 촉촉해져서 넘 애용하고 있어요.,
musinsa,,아쿠아 오아시스 토너 300ml,5.0,positive,"잘 흐르는 점도에 그냥 저냥 무난한 거 같습니다
좋아요",
musinsa,,수딩 알로에 베라 젤 500ml (리필),2.0,negative,"아니 왜 리필은 물처럼 흐르는 거예요?? 본품은 안그랬는데..
냉장고에
넣어봐도 똑같아요.. 점성이 없어서 쓰기 힘드네요 ㅠㅠ",
musinsa,,이지온 세미 오버핏 스트라이프 카라 반팔 니트 (4color),5.0,positive,"옷 가볍고 괜찮아요
오버핏이고 상세 설명이라 같아요",
oliveyoung,cleansing,[NEW/한정기획] 폰즈 립&아이리무버 300ml 기획 (+50ML 리무버 +15ML 팩클렌저 증정),5.0,positive,"💁🏻‍♀️ : 워터프루프까지 싹 지워주는 가성비 리무버 = 폰즈

오일+워터 섞인 타입이라 흔들어서 쓰는데
진짜 진하게 한 아이메이크업도 살짝 올려두고 녹인다음 슥— 닦으면 진짜 싹 다 지워짐.

펄, 착색 틴트, 워터프루프 마스카라까지
눈 시림 없고 큰 힘 들이지 않아도 싹 지워지고
무엇보다 클렌징 후 피부가 촉촉한 느낌이라 좋아요!!!

민감성이라 피부 예민한데
순하면서 세정력 강한 립앤아이 리무버 찾는다면 폰즙니다… 진짜 강력 추천..",2026-03-26
oliveyoung,skincare,[5월 올영픽/리쥬란 시그니처] 리쥬란 턴오버 앰플 듀얼 이펙트 10ml 더블 단독기획,3.0,neutral,이 제품은 가격 대비 효과가 뛰어나진 않은 것 같아서 아쉽습니다,2026-04-08
coupang,마스크팩,"비타할로 미백수분 블랙 마스크팩 25ml, 1개입, 20개",5.0,positive,"해외여행 다녀와서
피부가 까맣게 되어 부랴부랴 구매했습니다.
여행갈때 챙겨갈걸 ㅜㅜ
1일 1팩 못한게 한이 되네요

집에와서 바로 팩 검색후
가성비 좋고 후기 좋은걸로 구매 했구요

저는 팩할때 제일 싫은게
에센스 너어무 많아서
쥘쥘흐르는거 너무너무 싫거든요 ㅠㅠ‘

근데 이건 에센스 양 딱 좋아요
그리고 팩봉투 안에 들어있는 남은 에센스로
투툭 두들겨 주면 되니
정말정말 충분해요

빨리 하얘질게요",2024-03-30
oliveyoung,skincare,[5월 올영픽/2700만개 판매] 유세린 하이알루론 3X 나이트크림 50ml 기획 (+나이트크림7ml*2),5.0,positive,"믿을수있는 제품이여서 재구매 하고 있습니다
발림성이 좋아요",2026-04-28
musinsa,,비건 핸드크림 3개 골라담기,3.0,neutral,생각보다 딸기 향이 별로에요 쓰던거나 살 걸 그랬어요,
coupang,수분크림,"메디테라피 포쎄라 리얼 비피다 블러 크림, 50ml, 1개",5.0,positive,"신혼이라 생얼이 아직 부끄러운데 이건 바르고 자도되고
다음날 피부가 매끈매끈해요 쓴지 한달다되가는데 트러블이나 가려움 같은거 일절없습니다 다쓰면 쟁여둘께요❤️",2026-01-28
musinsa,,스킨 베리어 카밍 로션 이엑스 220ml,4.0,positive,속건조에 좋아요. 세안하고 앰플바르고 바르면 흡수가 잘되고 크림을 안사용하도 될꺼같안 느낌이예요,
oliveyoung,skincare,[지함보 기획/추가 증정 2종] 설화수 탄력 3종 기획,5.0,positive,"올리브영에서 세일할때 구매해가지고
가격도 괜찮고해서 잘 사용중입니다
담에 세일하면 또 재구매해볼 생각입니다",2024-07-06
coupang,스킨케어,"달바 화이트 트러플 수프림 인텐시브 세럼 100ml 2개+ 50ml 2개+젤클렌저 3ml x 5개 세트, 1",3.0,neutral,"늘 사용하는 제품이라서요
클렌징오일 샘플 감사합니다
잘 사용핡께요",2025-12-11
coupang,클렌징오일,"미샤 수퍼 오프 클렌징 오일 블랙헤드 오프, 305ml, 1개",4.0,positive,"⭐️구매를 고민하시는 분들을 위해 솔직하게 적은 내돈 내산 리뷰입니다 ⭐️

➡️ 제품명 및 도착일자

제품명: 
구매일: 2023.9월1일
도착일: 2023 9월2일

➡️ 배송 및 포장 ●●●●●

다행히 흘리는거 없이 안전하게 잘 도착했어요 

➡️ 가성비 및 성능 ●●●●●

적당한 가격에 성능은 괜찮아요

➡️ 총평 및 재구매 의사 ●●●●●

매일 눈화장을 하다보니 크린징오일이 꼭
필요합니다
며칠 없이 써봤더니 폼클렌징 두번해야 안심이더라구요
눈화장 지우고 얼굴 화장까지 지우고나서
폼클렌징으로 세수하면 깨끗하고 좋아요
크린징오일이 로션보단 덜 건조하게 해서
두고두고 쓴지 오래입니다

➡️ 간략 3줄평
(1)화장 지울때 편해요
(2)눈화장은 꼭 크린징오일이나 크린징로션으로
(3)꼭 필요한 필수템

=================================
도움이 되셨다면 <<도움이 돼요>> 눌러주세요. 
오늘도 좋은 하루 보내세요 ~",2023-09-16
musinsa,,[옵션선택] 코튼풋 발을씻자 풋샴푸 510ml 2개 + 리필 500ml 1개,5.0,positive,거품이 잘 나고 씻고 난 후 냄새도 향긋해서 좋습니다.,
oliveyoung,skincare,[품절대란/수부지 화잘먹 세럼] 믹순 히알레배 포어 버블 세럼 70ml,1.0,negative,"믹순이라 믿고 샀고 신상이라 구매했는데
너무 실망스럽고 화가 날 정도임
별1개도 아까움
건조 메마름 그자체임
건성이신분들 절대 사시면 안됨
크림도 느낌 똑같음
괜히 돈만 버렸음",2025-11-15
musinsa,,[페이스&바디클렌저]티트리 퓨어 캐스틸 솝 950ml,4.0,positive,기존에 우르오스를 썼었는데 다른 장점이 있습니다,
musinsa,,[2PACK]  워터 스플래쉬 선크림 세라마이드,5.0,positive,발림성도 좋고 많이 답답하지도 않고 발라보니 살짝톤업에 약간 광나는듯한 느낌입니다,
musinsa,,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,4.0,positive,배송도 좋고 향도 좋아요 재구매햇어요 잘쓸게요~,
oliveyoung,maskpack,[스패츌러 증정] 메디힐 블랙헤드 멜팅 클리어 코팩 4매 피지연화,5.0,positive,"아직 안써봤어요. 
한번도 안써본 제품이라 기대는 되는데 
효과도 있었으면 좋겠어요.",2026-04-06
coupang,미스트,"CNP차앤박 프로폴리스 에너지 앰플 미스트 플러스, 1개, 250ml",5.0,positive,"피부가 쉽게 건조해지는 편이라 미스트를 자주 쓰는데, 이 제품은 뿌렸을 때 미세하게 분사돼서 얼굴 전체에 고르게 퍼지는 게 가장 마음에 들었어요. 일반 미스트처럼 물만 뿌리는 느낌이 아니라, 앰플 성분이 같이 들어 있어서 피부에 얇게 윤광이 올라오고 촉촉함이 오래갑니다.

향도 자극적이지 않고 은은해서 사용하면서 부담이 없었고, 메이크업 전에 한 번, 오후에 피부 당길 때 한 번씩 뿌리면 확실히 피부 컨디션이 안정되는 느낌이 있어요. 끈적임이 거의 없어서 머리카락이 붙는 불편함도 없었습니다.

몇 번 흔들어서 사용하면 내용물이 더 균일하게 분사돼서 좋았고, 휴대하기 좋은 사이즈라 가방에 넣어 다니기도 편해요. 피부가 민감한 편인데도 따가움 없이 잘 맞아서 만족스럽습니다. 꾸준히 쓰면 광채가 은근하게 살아나는 타입이라 재구매 의사 있어요.",2025-12-09
musinsa,,레티놀 시카 흔적 앰플 30mL,5.0,positive,유명한 제품이라 한번 구매해보았는데 흡수력이 아주 좋습니다,
musinsa,,워터 스플래쉬 선크림 세라마이드 60ml SPF50+ PA++++,5.0,positive,기존에 워터스플래시선크림을 사용했었는데 세라마이드 제품으로 바뀐거 같더라구요 기존제품도 같이 판매하면 좋을텐데 향도 달라지고 다른결로 좋기는 한데 워터스플래쉬선크림은 왜 단종시킨건지 모르겠네요,
musinsa,,[무신사단독] 1025 독도 선크림 50ml (+클렌저 40ml),5.0,positive,빠르게 잘 받았어요. 적립금도 많고 좋네요. 또 주문할께요.,
musinsa,,화이트닝 드레스 미백 톤업 크림 2개,5.0,positive,코스노리 톤업 크림 너무 좋아요. 얼굴에 발랐을 때 살짝 건조함이 느껴져서 기초를 좀 신경써서 바르고 톤업 크림 바르면 좋을 것 같아요. 팔목에 발색했는데 톡톡 두드려바르면 크림이 흡수되고 첨에는 하얗다고 느낄 수 있지만 조금만 지나면 피부에 흡수됩니당,
oliveyoung,skincare,[흔적미백] 넘버즈인 5번 글루타치온C 흔적 앰플 30ml+30ml 듀오기획,5.0,positive,"올리브영 세일할때 쿠폰사용해서 
잘 사서 좋습니다
앰플 여러가지 쓰고있지만
넘버즈인도 좋네요",2026-04-21
oliveyoung,suncare,[5월 올영픽] 에스트라 더마UV365 레드진정 톤업 선크림 40ml 기획 (+무기자차 선크림 20ml),5.0,positive,"확실한 자외선 차단은 물론 건조하고 예민한 민감 

피부라면 장벽과 진정 개선 효과에 도움을주는 

저자극 무기자차 선크림을 추천하고 역시 확실한 

자외선 차단에 톤정돈과 맑고 화사한 핑크빛 

톤업을 느끼고싶다면 톤업 선크림을 추천해요",2026-03-19
